source	relation	target	gt	type	AllYes	AllNo	AllRandom
britain_1	domain_topic	royal_charter_1	1	P	1.0	0.0	0.65
earnings_2	part_of	payroll_1	1	P	1.0	0.0	0.16
wood_mouse_1	has_instance	peromyscus_leucopus_1	1	P	1.0	0.0	0.11
fungus_1	has_instance	agaric_1	1	P	1.0	0.0	0.48
spanish_mackerel_2	type_of	mackerel_2	1	P	1.0	0.0	0.88
school_8	has_instance	pointillism_1	1	P	1.0	0.0	0.47
solid_3	has_instance	convex_shape_1	1	P	1.0	0.0	0.75
bottle_collection_1	type_of	accumulation_2	1	P	1.0	0.0	0.57
dicot_genus_1	has_instance	genus_staphylea_1	1	P	1.0	0.0	0.58
water_nymph_3	has_instance	sea_nymph_1	1	P	1.0	0.0	0.18
claw_1	type_of	scrape_3	1	P	1.0	0.0	0.7
absentee_1	has_instance	exile_2	1	P	1.0	0.0	0.17
investigating_1	has_instance	police_investigation_1	1	P	1.0	0.0	0.93
family_lycoperdaceae_1	member_meronym	puffball_1	1	P	1.0	0.0	0.62
piety_1	type_of	righteousness_1	1	P	1.0	0.0	0.02
city_1	has_instance	pasadena_1	1	P	1.0	0.0	0.84
capreolus_capreolus_1	type_of	cervid_1	1	P	1.0	0.0	0.98
chemical_science_1	domain_region	dimorphism_1	1	P	1.0	0.0	0.67
shank_1	type_of	hit_1	1	P	1.0	0.0	0.4
cooperation_1	has_instance	concurrence_1	1	P	1.0	0.0	0.99
backstitch_1	type_of	stitch_2	1	P	1.0	0.0	0.42
carex_1	type_of	liliopsid_genus_1	1	P	1.0	0.0	0.06
golf_player_1	has_instance	medal_winner_1	1	P	1.0	0.0	0.34
fish_genus_1	has_instance	genus_triga_1	1	P	1.0	0.0	0.85
maine_1	has_part	portland_2	1	P	1.0	0.0	0.48
cucurbita_pepo_melopepo_1	type_of	squash_2	1	P	1.0	0.0	0.67
messina_1	subordinate_instance_of	city_1	1	P	1.0	0.0	0.02
acanthophis_1	type_of	reptile_genus_1	1	P	1.0	0.0	0.17
break_9	type_of	domesticate_2	1	P	1.0	0.0	0.44
chile_1	has_part	el_muerto_1	1	P	1.0	0.0	0.96
carl_orff_1	subordinate_instance_of	educator_1	1	P	1.0	0.0	0.51
genus_numenius_1	type_of	bird_genus_1	1	P	1.0	0.0	0.3
holland_1	has_part	arnhem_1	1	P	1.0	0.0	0.53
capital_3	has_instance	national_capital_1	1	P	1.0	0.0	0.14
saturation_point_1	type_of	saturation_3	1	P	1.0	0.0	0.79
marginal_utility_1	type_of	utility_4	1	P	1.0	0.0	0.31
family_strombidae_1	member_meronym	genus_strombus_1	1	P	1.0	0.0	0.46
buccinidae_1	member_meronym	whelk_3	1	P	1.0	0.0	0.06
european_country_1	has_instance	portugal_1	1	P	1.0	0.0	0.02
neurochemical_1	has_instance	endorphin_1	1	P	1.0	0.0	0.46
geographic_area_1	has_instance	rheinland_1	1	P	1.0	0.0	0.69
hush_4	type_of	quiet_5	1	P	1.0	0.0	0.25
city_1	has_instance	dusseldorf_1	1	P	1.0	0.0	0.19
singhalese_1	type_of	asian_1	1	P	1.0	0.0	0.26
fish_genus_1	has_instance	genus_petromyzon_1	1	P	1.0	0.0	0.09
victim_1	has_instance	casualty_1	1	P	1.0	0.0	0.4
stratum_1	has_instance	malpighian_layer_1	1	P	1.0	0.0	0.19
semitic_deity_1	has_instance	utu_1	1	P	1.0	0.0	0.68
family_termitidae_1	member_meronym	genus_termes_1	1	P	1.0	0.0	0.04
anorectic_1	similar_to	lean_7	1	P	1.0	0.0	0.22
morality_1	type_of	quality_1	1	P	1.0	0.0	0.28
tree_5	has_part	capitulum_2	1	P	1.0	0.0	0.7
beauty_treatment_1	has_instance	facial_2	1	P	1.0	0.0	0.26
character_6	has_instance	ligature_1	1	P	1.0	0.0	0.04
mixture_1	has_instance	solution_1	1	P	1.0	0.0	0.99
ground_cover_1	has_instance	whitlowwort_1	1	P	1.0	0.0	0.57
mineral_1	has_instance	stibnite_1	1	P	1.0	0.0	0.11
henry_purcell_1	subordinate_instance_of	composer_1	1	P	1.0	0.0	0.01
sanctuary_1	type_of	place_16	1	P	1.0	0.0	0.06
nose_6	has_part	bridge_3	1	P	1.0	0.0	0.37
decoration_1	has_instance	garnish_3	1	P	1.0	0.0	0.34
millime_1	type_of	tunisian_monetary_unit_1	1	P	1.0	0.0	0.46
follicle_1	has_instance	hair_follicle_1	1	P	1.0	0.0	0.57
baseball_1	domain_region	die_2	1	P	1.0	0.0	0.92
decimal_1	similar_to	quantitative_1	1	P	1.0	0.0	0.8
tusker_1	type_of	mammal_1	1	P	1.0	0.0	0.67
collins_1	type_of	highball_1	1	P	1.0	0.0	0.21
class_dicotyledonae_1	member_meronym	juglandales_1	1	P	1.0	0.0	0.03
al_nathir_1	subordinate_instance_of	foreign_terrorist_organization_1	1	P	1.0	0.0	0.07
dracunculus_1	type_of	liliopsid_genus_1	1	P	1.0	0.0	0.61
remote_1	type_of	device_1	1	P	1.0	0.0	0.88
company_2	member_meronym	crew_1	1	P	1.0	0.0	0.97
natural_3	type_of	cast_12	1	P	1.0	0.0	0.48
finno_ugrian_1	has_instance	fennic_1	1	P	1.0	0.0	0.55
certainty_1	type_of	cognitive_state_1	1	P	1.0	0.0	0.12
rosid_dicot_genus_1	has_instance	astragalus_1	1	P	1.0	0.0	0.69
gregarious_3	similar_to	clustered_1	1	P	1.0	0.0	0.95
dressing_4	has_instance	surgical_dressing_1	1	P	1.0	0.0	0.79
paved_surface_1	has_instance	apron_1	1	P	1.0	0.0	0.95
formation_5	has_instance	massif_1	1	P	1.0	0.0	0.26
lone_star_state_1	has_part	garland_3	1	P	1.0	0.0	0.56
desert_3	has_instance	kalahari_1	1	P	1.0	0.0	0.03
genus_lupinus_1	member_meronym	lupin_1	1	P	1.0	0.0	0.31
carica_1	type_of	dilleniid_dicot_genus_1	1	P	1.0	0.0	0.94
national_park_1	has_instance	katmai_national_park_1	1	P	1.0	0.0	0.35
rattler_1	has_instance	crotalus_lepidus_1	1	P	1.0	0.0	0.83
chimp_1	has_instance	bonobo_1	1	P	1.0	0.0	0.02
denisonia_1	member_meronym	copperhead_1	1	P	1.0	0.0	0.8
glaucous_bristlegrass_1	type_of	foxtail_1	1	P	1.0	0.0	0.57
initial_1	type_of	alphabetic_character_1	1	P	1.0	0.0	0.84
mouth_watering_1	similar_to	appetising_1	1	P	1.0	0.0	0.51
baccalaureate_1	has_instance	bachelor_of_medicine_1	1	P	1.0	0.0	0.75
handle_4	has_instance	field_1	1	P	1.0	0.0	0.33
city_1	has_instance	wiesbaden_1	1	P	1.0	0.0	0.96
boards_1	part_of	ice_hockey_rink_1	1	P	1.0	0.0	0.24
architect_1	has_instance	lin_1	1	P	1.0	0.0	0.03
impediment_2	has_instance	bar_3	1	P	1.0	0.0	0.26
adapt_2	has_instance	acclimate_1	1	P	1.0	0.0	0.32
cucurbitaceae_1	member_meronym	citrullus_1	1	P	1.0	0.0	0.65
caudata_1	member_meronym	family_sirenidae_1	1	P	1.0	0.0	0.21
author_1	has_instance	thornton_niven_wilder_1	1	P	1.0	0.0	0.79
dry_land_1	has_instance	foreland_2	1	P	1.0	0.0	0.84
bush_1	has_instance	american_angelica_tree_1	1	P	1.0	0.0	0.19
u_s__army_criminal_investigation_laboratory_1	subordinate_instance_of	agency_1	1	P	1.0	0.0	0.5
paleface_1	type_of	caucasian_1	1	P	1.0	0.0	0.47
old_woman_1	type_of	golden_ager_1	1	P	1.0	0.0	0.57
picture_frame_1	has_part	border_4	1	P	1.0	0.0	0.62
omaha_2	part_of	cornhusker_state_1	1	P	1.0	0.0	0.91
family_uintatheriidae_1	type_of	mammal_family_1	1	P	1.0	0.0	0.96
ignace_jan_paderewski_1	subordinate_instance_of	national_leader_1	1	P	1.0	0.0	0.99
bay_leaf_1	part_of	bay_2	1	P	1.0	0.0	0.18
black_african_1	has_instance	caffer_1	1	P	1.0	0.0	0.06
eire_1	domain_topic	cira_1	1	P	1.0	0.0	0.98
odontoid_process_1	type_of	appendage_1	1	P	1.0	0.0	0.82
sole_4	has_part	ball_5	1	P	1.0	0.0	0.45
baseball_diamond_1	has_part	batter_s_box_1	1	P	1.0	0.0	0.86
cross_fertilise_1	type_of	fecundate_2	1	P	1.0	0.0	0.06
animal_order_1	has_instance	suborder_thyreophora_1	1	P	1.0	0.0	0.8
color_6	has_instance	green_1	1	P	1.0	0.0	0.19
condition_3	has_instance	immunity_1	1	P	1.0	0.0	0.67
manufacturer_2	type_of	maker_1	1	P	1.0	0.0	0.12
epistle_1	has_instance	epistle_of_paul_the_apostle_to_philemon_1	1	P	1.0	0.0	0.84
family_orchidaceae_1	member_meronym	genus_pholidota_1	1	P	1.0	0.0	0.58
international_law_enforcement_agency_1	type_of	administrative_body_1	1	P	1.0	0.0	0.44
care_2	has_instance	organise_4	1	P	1.0	0.0	0.67
kanchanjanga_1	part_of	kingdom_of_nepal_1	1	P	1.0	0.0	0.57
base_4	part_of	construction_3	1	P	1.0	0.0	0.46
central_america_1	member_meronym	central_american_1	1	P	1.0	0.0	0.55
cocoyam_2	part_of	poi_1	1	P	1.0	0.0	0.8
gallinule_1	has_instance	florida_gallinule_1	1	P	1.0	0.0	0.2
gob_1	has_instance	bargee_1	1	P	1.0	0.0	0.51
deactivation_1	type_of	discharge_14	1	P	1.0	0.0	0.12
chinese_parsley_1	type_of	herb_2	1	P	1.0	0.0	0.76
mustard_1	has_instance	brassica_kaber_1	1	P	1.0	0.0	0.23
genus_prenanthes_1	member_meronym	prenanthes_purpurea_1	1	P	1.0	0.0	0.85
erectile_organ_1	has_instance	member_4	1	P	1.0	0.0	0.63
blephilia_1	member_meronym	wood_mint_1	1	P	1.0	0.0	0.72
auscultation_1	type_of	diagnostic_procedure_1	1	P	1.0	0.0	0.03
telegraph_line_1	type_of	conducting_wire_1	1	P	1.0	0.0	0.98
sequestration_3	type_of	judicial_writ_1	1	P	1.0	0.0	0.28
hierarchy_1	part_of	scheme_5	1	P	1.0	0.0	0.82
distribution_free_statistic_1	type_of	statistic_1	1	P	1.0	0.0	0.66
drive_12	type_of	cover_6	1	P	1.0	0.0	0.67
felony_1	type_of	crime_1	1	P	1.0	0.0	0.29
lake_tanganyika_1	subordinate_instance_of	lake_1	1	P	1.0	0.0	0.17
member_4	has_part	glans_penis_1	1	P	1.0	0.0	0.97
city_1	has_instance	lushun_1	1	P	1.0	0.0	0.02
bangla_desh_1	member_meronym	bengali_1	1	P	1.0	0.0	0.7
genus_thamnophilus_1	member_meronym	ant_shrike_1	1	P	1.0	0.0	0.22
new_testament_1	type_of	testament_2	1	P	1.0	0.0	0.41
cuterebra_1	type_of	arthropod_genus_1	1	P	1.0	0.0	0.81
printer_2	has_instance	dot_matrix_printer_1	1	P	1.0	0.0	0.08
partner_5	has_instance	copartner_1	1	P	1.0	0.0	0.85
capital_of_vermont_1	subordinate_instance_of	state_capital_1	1	P	1.0	0.0	0.64
earnings_1	has_instance	dividend_1	1	P	1.0	0.0	0.57
antiviral_1	has_instance	reverse_transcriptase_inhibitor_1	1	P	1.0	0.0	0.2
chinese_mushroom_1	type_of	agaric_2	1	P	1.0	0.0	0.17
africa_1	has_part	black_africa_1	1	P	1.0	0.0	0.2
choke_2	type_of	bottle_up_1	1	P	1.0	0.0	0.64
shellfish_1	has_instance	crayfish_1	1	P	1.0	0.0	0.75
family_lobotidae_1	member_meronym	genus_lobotes_1	1	P	1.0	0.0	0.9
mark_18	has_part	bull_3	1	P	1.0	0.0	0.65
trimurti_1	member_meronym	shiva_2	1	P	1.0	0.0	0.61
sewage_system_1	type_of	facility_1	1	P	1.0	0.0	0.39
singer_1	has_instance	soprano_1	1	P	1.0	0.0	0.48
food_fish_1	has_instance	salmon_1	1	P	1.0	0.0	0.03
dramatist_1	has_instance	w__b__yeats_1	1	P	1.0	0.0	0.81
mark_5	has_instance	spot_5	1	P	1.0	0.0	0.11
estradiol_1	type_of	estrogen_1	1	P	1.0	0.0	0.08
gymnocarpium_dryopteris_1	type_of	fern_1	1	P	1.0	0.0	0.33
african_country_1	part_of	africa_1	1	P	1.0	0.0	0.78
fish_family_1	has_instance	family_petromyzontidae_1	1	P	1.0	0.0	0.7
armed_forces_1	domain_region	inter_service_support_1	1	P	1.0	0.0	0.31
cookery_1	domain_region	bake_1	1	P	1.0	0.0	0.46
contact_8	has_instance	contact_arm_1	1	P	1.0	0.0	0.89
binary_1	has_instance	alpha_centauri_1	1	P	1.0	0.0	0.34
basswood_1	type_of	tree_5	1	P	1.0	0.0	0.42
elaeagnaceae_1	type_of	dicot_family_1	1	P	1.0	0.0	0.58
promenade_4	type_of	contra_danse_1	1	P	1.0	0.0	0.96
calendar_month_1	has_part	calendar_week_1	1	P	1.0	0.0	0.79
antidiuretic_1	has_instance	lypressin_1	1	P	1.0	0.0	0.04
cooking_pan_1	has_instance	drip_pan_1	1	P	1.0	0.0	0.62
create_1	has_instance	create_verbally_1	1	P	1.0	0.0	0.87
optical_phenomenon_1	has_instance	incidence_1	1	P	1.0	0.0	0.35
enchanter_s_nightshade_1	type_of	evening_primrose_1	1	P	1.0	0.0	0.2
scheme_5	has_part	hierarchy_1	1	P	1.0	0.0	1.0
emotional_state_1	has_instance	embarrassment_1	1	P	1.0	0.0	0.17
herb_tea_1	has_instance	tisane_1	1	P	1.0	0.0	0.25
movement_5	part_of	sonata_1	1	P	1.0	0.0	0.52
bellis_1	type_of	asterid_dicot_genus_1	1	P	1.0	0.0	0.06
intend_3	has_instance	aim_3	1	P	1.0	0.0	0.7
scheme_5	has_instance	economic_system_1	1	P	1.0	0.0	0.09
genus_osmanthus_1	type_of	dicot_genus_1	1	P	1.0	0.0	0.33
rice_grass_1	has_instance	indian_millet_1	1	P	1.0	0.0	0.47
critic_2	has_instance	sampler_2	1	P	1.0	0.0	0.88
genus_viburnum_1	member_meronym	american_cranberry_bush_1	1	P	1.0	0.0	0.31
recreation_facility_1	has_instance	lido_1	1	P	1.0	0.0	0.62
shell_9	type_of	animal_material_1	1	P	1.0	0.0	0.87
millenary_2	has_part	century_1	1	P	1.0	0.0	0.62
family_flacourtiaceae_1	member_meronym	flacourtia_1	1	P	1.0	0.0	0.7
burnet_bloodwort_1	type_of	herb_1	1	P	1.0	0.0	0.28
cockpit_1	has_part	canopy_1	1	P	1.0	0.0	0.48
gnaeus_pompeius_magnus_1	subordinate_instance_of	full_general_1	1	P	1.0	0.0	0.5
pivot_1	has_instance	pirouette_1	1	P	1.0	0.0	0.09
genus_hyperoglyphe_1	member_meronym	barrelfish_1	1	P	1.0	0.0	0.64
chorus_4	type_of	music_1	1	P	1.0	0.0	0.53
botany_2	domain_region	fastigiate_1	1	P	1.0	0.0	0.72
simulation_2	has_instance	war_game_1	1	P	1.0	0.0	0.85
genus_seriola_1	member_meronym	seriola_dorsalis_1	1	P	1.0	0.0	0.13
conjunctivitis_1	type_of	inflammation_1	1	P	1.0	0.0	0.13
cephalotaceae_1	type_of	rosid_dicot_family_1	1	P	1.0	0.0	0.17
fibular_vein_1	type_of	vein_2	1	P	1.0	0.0	0.41
impulse_buy_1	type_of	buy_1	1	P	1.0	0.0	0.11
artiodactyl_1	has_instance	swine_1	1	P	1.0	0.0	0.54
drepanididae_1	member_meronym	drepanis_1	1	P	1.0	0.0	0.11
fungus_genus_1	has_instance	genus_melampsora_1	1	P	1.0	0.0	0.85
coordinate_system_1	has_part	coordinate_axis_1	1	P	1.0	0.0	0.37
asterid_dicot_genus_1	has_instance	asperula_1	1	P	1.0	0.0	0.76
anthropology_1	has_part	structural_anthropology_1	1	P	1.0	0.0	0.42
christ_plant_1	type_of	spurge_1	1	P	1.0	0.0	0.57
care_for_2	has_instance	bleed_2	1	P	1.0	0.0	0.84
ride_1	has_instance	extend_2	1	P	1.0	0.0	0.23
bleaching_powder_1	type_of	blanching_agent_1	1	P	1.0	0.0	0.66
drop_25	type_of	curtain_1	1	P	1.0	0.0	0.24
recasting_1	type_of	revising_1	1	P	1.0	0.0	0.18
injure_1	has_instance	maim_1	1	P	1.0	0.0	0.63
bondage_2	type_of	subjection_1	1	P	1.0	0.0	0.51
mythical_being_1	has_instance	siegfried_1	1	P	1.0	0.0	0.81
mammal_genus_1	has_instance	genus_cabassous_1	1	P	1.0	0.0	0.98
shawm_1	has_instance	bombard_3	1	P	1.0	0.0	0.63
executive_branch_1	member_meronym	executive_department_1	1	P	1.0	0.0	0.74
family_mustelidae_1	member_meronym	genus_ictonyx_1	1	P	1.0	0.0	0.05
brant_1	type_of	goose_2	1	P	1.0	0.0	0.12
genus_paris_1	type_of	plant_genus_1	1	P	1.0	0.0	0.23
bonnet_2	part_of	auto_1	1	P	1.0	0.0	0.63
fish_family_1	has_instance	family_mugilidae_1	1	P	1.0	0.0	0.1
subshrub_1	has_instance	phlomis_1	1	P	1.0	0.0	0.38
masonry_3	domain_region	mortar_1	1	P	1.0	0.0	0.89
ball_2	has_instance	undescended_testicle_1	1	P	1.0	0.0	0.91
exchequer_1	type_of	cash_in_hand_1	1	P	1.0	0.0	0.65
b__b__king_1	subordinate_instance_of	singer_1	1	P	1.0	0.0	0.53
conuropsis_1	type_of	bird_genus_1	1	P	1.0	0.0	0.78
metatheria_1	member_meronym	marsupialia_1	1	P	1.0	0.0	0.84
limitation_1	type_of	regulation_2	1	P	1.0	0.0	0.1
trafalgar_square_1	part_of	british_capital_1	1	P	1.0	0.0	0.5
glia_1	part_of	central_nervous_system_1	1	P	1.0	0.0	0.34
national_capital_1	has_instance	male_3	1	P	1.0	0.0	0.18
composer_1	has_instance	couperin_1	1	P	1.0	0.0	0.99
lan_1	has_part	bus_5	1	P	1.0	0.0	0.26
river_1	has_instance	columbia_1	1	P	1.0	0.0	0.18
caper_spurge_1	type_of	spurge_1	1	P	1.0	0.0	0.33
alter_1	has_instance	convert_1	1	P	1.0	0.0	0.09
drinking_water_1	type_of	water_10	1	P	1.0	0.0	0.87
thermolabile_1	similar_to	reactive_1	1	P	1.0	0.0	0.61
animal_order_1	has_instance	order_scleroparei_1	1	P	1.0	0.0	0.34
checker_2	type_of	attendant_1	1	P	1.0	0.0	0.82
divide_3	has_instance	section_1	1	P	1.0	0.0	0.82
staircase_1	has_instance	stairs_1	1	P	1.0	0.0	0.77
overabundance_2	has_instance	excess_1	1	P	1.0	0.0	0.05
caryophylloid_dicot_genus_1	has_instance	genus_iresine_1	1	P	1.0	0.0	0.65
amentaceous_1	similar_to	productive_1	1	P	1.0	0.0	0.36
genus_pistia_1	member_meronym	pistia_1	1	P	1.0	0.0	0.76
language_unit_1	type_of	component_2	1	P	1.0	0.0	0.09
frangipani_1	type_of	bush_1	1	P	1.0	0.0	0.47
plumcot_2	type_of	edible_fruit_1	1	P	1.0	0.0	0.76
worm_family_1	has_instance	family_hirudinidae_1	1	P	1.0	0.0	0.79
transition_7	has_instance	flashback_1	1	P	1.0	0.0	0.44
pick_1	type_of	choose_1	1	P	1.0	0.0	0.81
logic_1	domain_region	universal_2	1	P	1.0	0.0	0.68
genus_scarabaeus_1	member_meronym	scarab_1	1	P	1.0	0.0	0.87
chief_1	has_instance	secretary_1	1	P	1.0	0.0	0.07
magnetic_stripe_1	type_of	mag_tape_1	1	P	1.0	0.0	0.83
jacket_3	has_instance	morning_coat_1	1	P	1.0	0.0	0.63
tape_record_1	type_of	record_2	1	P	1.0	0.0	0.24
brevicipitidae_1	type_of	amphibian_family_1	1	P	1.0	0.0	0.04
animal_husbandry_1	domain_region	outspan_1	1	P	1.0	0.0	0.94
compressing_1	has_instance	compaction_2	1	P	1.0	0.0	0.94
immune_system_1	has_part	lymph_gland_1	1	P	1.0	0.0	0.49
mammal_genus_1	has_instance	atherurus_1	1	P	1.0	0.0	0.19
breastbone_1	part_of	axial_skeleton_1	1	P	1.0	0.0	0.47
coherence_1	type_of	connectedness_1	1	P	1.0	0.0	0.28
saclant_1	type_of	commandant_1	1	P	1.0	0.0	0.64
millime_1	part_of	dirham_2	1	P	1.0	0.0	0.36
irani_1	has_instance	artaxerxes_2	1	P	1.0	0.0	0.13
failure_7	type_of	disorder_3	1	P	1.0	0.0	0.26
counteract_3	type_of	cancel_2	1	P	1.0	0.0	0.45
conflict_1	has_instance	clash_2	1	P	1.0	0.0	0.17
flush_2	type_of	course_1	1	P	1.0	0.0	0.36
social_organisation_1	type_of	scheme_5	1	P	1.0	0.0	0.73
sundown_1	type_of	hour_2	1	P	1.0	0.0	0.66
chrysobalanus_1	type_of	rosid_dicot_genus_1	1	P	1.0	0.0	0.5
foundering_1	type_of	sinking_1	1	P	1.0	0.0	0.38
follower_2	type_of	traveler_1	1	P	1.0	0.0	0.21
valve_3	type_of	control_16	1	P	1.0	0.0	0.81
asia_1	has_part	kirghiz_2	1	P	1.0	0.0	0.46
eire_1	has_part	waterford_1	1	P	1.0	0.0	0.49
flat_2	type_of	box_1	1	P	1.0	0.0	0.2
fungus_1	has_instance	coffee_fungus_1	1	P	1.0	0.0	0.14
abdomen_1	part_of	body_5	1	P	1.0	0.0	0.9
physiological_condition_1	has_instance	hypercapnia_1	1	P	1.0	0.0	0.49
disambiguator_1	type_of	natural_language_processing_application_1	1	P	1.0	0.0	0.7
shittimwood_3	part_of	shittah_1	1	P	1.0	0.0	0.88
due_process_1	has_instance	legal_proceeding_1	1	P	1.0	0.0	0.96
compose_1	type_of	be_4	1	P	1.0	0.0	0.58
abidance_2	has_instance	occupancy_1	1	P	1.0	0.0	0.36
succulent_1	has_instance	living_granite_1	1	P	1.0	0.0	0.48
alphabetic_character_1	has_instance	l_4	1	P	1.0	0.0	0.04
military_science_1	type_of	bailiwick_1	1	P	1.0	0.0	0.1
flora_2	domain_region	endangered_1	1	P	1.0	0.0	0.75
shetland_1	part_of	atlantic_1	1	P	1.0	0.0	0.23
punks_1	type_of	youth_subculture_1	1	P	1.0	0.0	0.27
gymnosperm_genus_1	has_instance	genus_libocedrus_1	1	P	1.0	0.0	0.96
depict_1	type_of	exposit_1	1	P	1.0	0.0	0.23
hip_2	has_part	sacrum_1	1	P	1.0	0.0	0.32
austria_1	part_of	europe_1	1	P	1.0	0.0	0.82
pitched_battle_1	has_instance	battle_of_bunker_hill_1	1	P	1.0	0.0	0.27
agriculture_2	domain_region	farm_3	1	P	1.0	0.0	0.7
digestive_fluid_1	has_instance	gastric_juice_1	1	P	1.0	0.0	0.59
albania_1	subordinate_instance_of	balkan_country_1	1	P	1.0	0.0	0.28
sleeping_capsule_1	type_of	hypnotic_1	1	P	1.0	0.0	1.0
better_half_1	has_instance	honeymooner_1	1	P	1.0	0.0	0.51
contact_6	has_instance	touch_15	1	P	1.0	0.0	0.82
architect_1	has_instance	buckminster_fuller_1	1	P	1.0	0.0	0.02
peak_6	part_of	arrowhead_1	1	P	1.0	0.0	0.64
_s_gravenhage_1	part_of	holland_1	1	P	1.0	0.0	0.62
villa_2	type_of	house_3	1	P	1.0	0.0	0.53
angelica_1	type_of	herb_1	1	P	1.0	0.0	0.83
comprehend_2	has_instance	see_1	1	P	1.0	0.0	0.18
office_5	has_instance	office_of_the_dead_1	1	P	1.0	0.0	0.99
fbi_1	type_of	law_enforcement_agency_1	1	P	1.0	0.0	0.27
america_1	domain_topic	trust_busting_1	1	P	1.0	0.0	0.92
class_liliopsida_1	member_meronym	liliidae_1	1	P	1.0	0.0	0.92
europe_1	has_part	andorra_1	1	P	1.0	0.0	0.98
bird_1	has_instance	cock_4	1	P	1.0	0.0	0.41
obstacle_2	has_instance	hazard_6	1	P	1.0	0.0	0.54
beam_5	has_instance	ridge_9	1	P	1.0	0.0	0.3
family_rickettsiaceae_1	member_meronym	genus_rickettsia_1	1	P	1.0	0.0	0.17
genus_phocaena_1	member_meronym	porpoise_1	1	P	1.0	0.0	0.87
conservation_2	has_instance	conservancy_1	1	P	1.0	0.0	0.23
hand_tool_1	has_instance	tire_iron_1	1	P	1.0	0.0	0.81
grass_5	has_instance	buchloe_dactyloides_1	1	P	1.0	0.0	0.81
oil_company_1	type_of	company_2	1	P	1.0	0.0	0.57
pondweed_1	has_instance	curled_pondweed_1	1	P	1.0	0.0	0.63
genus_holothuria_1	member_meronym	holothuria_edulis_1	1	P	1.0	0.0	0.37
equisetales_1	type_of	plant_order_1	1	P	1.0	0.0	0.23
distribution_1	has_instance	frequency_distribution_1	1	P	1.0	0.0	0.7
acroclinium_1	type_of	asterid_dicot_genus_1	1	P	1.0	0.0	0.07
athletics_1	domain_region	won_lost_record_1	1	P	1.0	0.0	0.25
crab_apple_1	has_instance	cherry_apple_1	1	P	1.0	0.0	0.71
southern_1	similar_to	gray_4	1	P	1.0	0.0	0.66
sound_14	has_instance	menai_strait_1	1	P	1.0	0.0	0.2
hamamelidae_1	member_meronym	genus_hamamelidoxylon_1	1	P	1.0	0.0	0.66
buckwheat_family_1	member_meronym	fagopyrum_1	1	P	1.0	0.0	0.56
interpreter_1	has_instance	tindal_1	1	P	1.0	0.0	0.51
rachet_1	has_part	click_7	1	P	1.0	0.0	0.54
lover_1	type_of	individual_1	1	P	1.0	0.0	0.95
bonasa_umbellus_1	type_of	grouse_4	1	P	1.0	0.0	0.73
toecap_1	part_of	shoe_2	1	P	1.0	0.0	0.19
lone_star_state_1	has_part	pecos_1	1	P	1.0	0.0	0.29
federation_of_saint_kitts_and_nevis_1	part_of	caribbean_1	1	P	1.0	0.0	0.92
eleven_2	member_meronym	field_general_2	1	P	1.0	0.0	0.34
asian_russia_1	subordinate_instance_of	russia_4	1	P	1.0	0.0	0.43
nrti_1	type_of	reverse_transcriptase_inhibitor_1	1	P	1.0	0.0	0.81
trifle_4	has_instance	tipsy_cake_1	1	P	1.0	0.0	0.41
flora_2	has_instance	fungus_1	1	P	1.0	0.0	0.81
flap_6	has_instance	codpiece_1	1	P	1.0	0.0	0.3
geographic_area_1	has_instance	barbary_1	1	P	1.0	0.0	0.25
humbleness_1	type_of	feeling_1	1	P	1.0	0.0	0.62
botany_2	domain_region	indeterminate_2	1	P	1.0	0.0	0.26
cachi_1	subordinate_instance_of	mountain_peak_1	1	P	1.0	0.0	0.75
mask_7	has_instance	fancy_dress_ball_1	1	P	1.0	0.0	0.9
calm_1	type_of	comfort_1	1	P	1.0	0.0	0.53
blue_jean_1	type_of	pant_4	1	P	1.0	0.0	0.35
abelmoschus_1	member_meronym	abelmoschus_moschatus_1	1	P	1.0	0.0	0.46
durable_1	similar_to	long_2	1	P	1.0	0.0	0.97
land_site_1	has_instance	dump_7	1	P	1.0	0.0	0.05
sociability_1	has_instance	extraversion_1	1	P	1.0	0.0	0.62
gymnosperm_family_1	has_instance	cephalotaxaceae_1	1	P	1.0	0.0	0.1
new_zealand_spinach_1	type_of	herb_1	1	P	1.0	0.0	0.89
italian_1	has_instance	neapolitan_1	1	P	1.0	0.0	0.47
armed_forces_1	domain_region	drumhead_court_martial_1	1	P	1.0	0.0	0.29
crusader_1	has_instance	freedom_fighter_1	1	P	1.0	0.0	0.47
conceal_1	has_instance	harbor_2	1	P	1.0	0.0	0.34
centaury_2	type_of	subshrub_1	1	P	1.0	0.0	0.06
attend_2	type_of	care_1	1	P	1.0	0.0	0.62
keel_2	part_of	carinate_1	1	P	1.0	0.0	0.06
word_2	has_instance	head_17	1	P	1.0	0.0	0.34
devotion_4	has_instance	novena_1	1	P	1.0	0.0	0.85
home_reserve_1	has_instance	army_national_guard_1	1	P	1.0	0.0	0.79
golf_1	domain_region	par_1	1	P	1.0	0.0	0.42
wheeled_vehicle_1	type_of	vehicle_1	1	P	1.0	0.0	0.94
aleutian_islands_1	subordinate_instance_of	archipelago_1	1	P	1.0	0.0	0.06
manifold_2	has_instance	quadruple_1	1	P	1.0	0.0	0.42
office_5	type_of	religious_rite_1	1	P	1.0	0.0	0.13
