technique	threshold	relation	metric	value
allno	-1	location__statistical_region__religions-location__religion_percentage__religion	MAP	1.0
allno	-1	music__performance_role__track_performances-music__track_contribution__contributor	MRR	nan
allno	-1	music__performance_role__track_performances-music__track_contribution__contributor	MAP	nan
allno	-1	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	MRR	1.0
allno	-1	base__schemastaging__organization_extra__phone_number-base__schemastaging__phone_sandbox__contact_category	MAP	1.0
allno	-1	award__award_category__winners-award__award_honor__award_winner	MRR	nan
allno	-1	award__award_category__winners-award__award_honor__award_winner	MAP	nan
allno	-1	music__performance_role__guest_performances-music__recording_contribution__performance_role	MRR	1.0
allno	-1	music__performance_role__guest_performances-music__recording_contribution__performance_role	MAP	1.0
allno	-1	people__profession__people_with_this_profession	MRR	1.0
allno	-1	people__profession__people_with_this_profession	MAP	1.0
allno	-1	people__person__employment_history-business__employment_tenure__company	MRR	1.0
allno	-1	people__person__employment_history-business__employment_tenure__company	MAP	1.0
allno	-1	film__film__country	MRR	1.0
allno	-1	film__film__country	MAP	1.0
allno	-1	military__military_conflict__commanders-military__military_command__military_combatant	MRR	1.0
allno	-1	military__military_conflict__commanders-military__military_command__military_combatant	MAP	1.0
allno	-1	award__award_winning_work__awards_won-award__award_honor__award_winner	MRR	nan
allno	-1	award__award_winning_work__awards_won-award__award_honor__award_winner	MAP	nan
allno	-1	olympics__olympic_games__participating_countries	MRR	1.0
allno	-1	olympics__olympic_games__participating_countries	MAP	1.0
allno	-1	media_common__adaptation__adapted_from	MRR	1.0
allno	-1	media_common__adaptation__adapted_from	MAP	1.0
allno	-1	people__person__education-education__education__institution	MRR	1.0
allno	-1	people__person__education-education__education__institution	MAP	1.0
allno	-1	award__award_category__winners-award__award_honor__ceremony	MRR	nan
allno	-1	award__award_category__winners-award__award_honor__ceremony	MAP	nan
allno	-1	film__film__genre	MRR	1.0
allno	-1	film__film__genre	MAP	1.0
allno	-1	people__person__nationality	MRR	1.0
allno	-1	people__person__nationality	MAP	1.0
allno	-1	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	MRR	nan
allno	-1	base__marchmadness__ncaa_basketball_tournament__seeds-base__marchmadness__ncaa_tournament_seed__team	MAP	nan
allno	-1	base__popstra__celebrity__friendship-base__popstra__friendship__participant	MRR	1.0
allno	-1	base__popstra__celebrity__friendship-base__popstra__friendship__participant	MAP	1.0
allno	-1	location__location__events	MRR	nan
allno	-1	location__location__events	MAP	nan
allno	-1	film__film__film_format	MRR	1.0
allno	-1	film__film__film_format	MAP	1.0
allno	-1	location__location__contains	MRR	1.0
allno	-1	location__location__contains	MAP	1.0
allno	-1	people__person__spouse_s-people__marriage__location_of_ceremony	MRR	nan
allno	-1	people__person__spouse_s-people__marriage__location_of_ceremony	MAP	nan
allno	-1	location__administrative_division__country	MRR	nan
allno	-1	location__administrative_division__country	MAP	nan
allno	-1	people__person__gender	MRR	1.0
allno	-1	people__person__gender	MAP	1.0
allno	-1	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	MRR	nan
allno	-1	government__governmental_jurisdiction__governing_officials-government__government_position_held__legislative_sessions	MAP	nan
allno	-1	film__film__release_date_s-film__film_regional_release_date__film_release_region	MRR	1.0
allno	-1	film__film__release_date_s-film__film_regional_release_date__film_release_region	MAP	1.0
allno	-1	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	MRR	nan
allno	-1	sports__sports_team__roster-american_football__football_historical_roster_position__position_s	MAP	nan
allno	-1	award__award_winning_work__awards_won-award__award_honor__award	MRR	1.0
allno	-1	award__award_winning_work__awards_won-award__award_honor__award	MAP	1.0
allno	-1	people__profession__specialization_of	MRR	1.0
allno	-1	people__profession__specialization_of	MAP	1.0
allno	-1	location__location__adjoin_s-location__adjoining_relationship__adjoins	MRR	nan
allno	-1	location__location__adjoin_s-location__adjoining_relationship__adjoins	MAP	nan
allno	-1	film__producer__films_executive_produced	MRR	1.0
allno	-1	film__producer__films_executive_produced	MAP	1.0
allno	-1	baseball__baseball_team__current_roster-sports__sports_team_roster__position	MRR	1.0
allno	-1	baseball__baseball_team__current_roster-sports__sports_team_roster__position	MAP	1.0
allno	-1	music__artist__track_contributions-music__track_contribution__role	MRR	1.0
allno	-1	music__artist__track_contributions-music__track_contribution__role	MAP	1.0
allno	-1	sports__sports_team__roster-sports__sports_team_roster__position	MRR	1.0
allno	-1	sports__sports_team__roster-sports__sports_team_roster__position	MAP	1.0
allno	-1	user__jg__default_domain__olympic_games__sports	MRR	nan
allno	-1	user__jg__default_domain__olympic_games__sports	MAP	nan
allno	-1	people__person__ethnicity	MRR	1.0
allno	-1	people__person__ethnicity	MAP	1.0
allno	-1	music__group_member__membership-music__group_membership__role	MRR	1.0
allno	-1	music__group_member__membership-music__group_membership__role	MAP	1.0
allno	-1	location__country__administrative_divisions	MRR	nan
allno	-1	location__country__administrative_divisions	MAP	nan
allno	-1	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	MRR	nan
allno	-1	location__statistical_region__rent50_2-measurement_unit__dated_money_value__currency	MAP	nan
allno	-1	music__artist__genre	MRR	1.0
allno	-1	music__artist__genre	MAP	1.0
allno	-1	business__business_operation__industry	MRR	1.0
allno	-1	business__business_operation__industry	MAP	1.0
allno	-1	food__diet_follower__follows_diet	MRR	1.0
allno	-1	food__diet_follower__follows_diet	MAP	1.0
allno	-1	location__country__second_level_divisions	MRR	nan
allno	-1	location__country__second_level_divisions	MAP	nan
allno	-1	film__film__estimated_budget-measurement_unit__dated_money_value__currency	MRR	nan
allno	-1	film__film__estimated_budget-measurement_unit__dated_money_value__currency	MAP	nan
allno	-1	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	MRR	1.0
allno	-1	location__hud_foreclosure_area__estimated_number_of_mortgages-measurement_unit__dated_integer__source	MAP	1.0
allno	-1	organization__membership_organization__members-organization__organization_membership__member	MRR	1.0
allno	-1	organization__membership_organization__members-organization__organization_membership__member	MAP	1.0
allno	-1	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	MRR	1.0
allno	-1	olympics__olympic_sport__athletes-olympics__olympic_athlete_affiliation__country	MAP	1.0
allno	-1	people__person__spouse_s-people__marriage__type_of_union	MRR	1.0
allno	-1	people__person__spouse_s-people__marriage__type_of_union	MAP	1.0
allno	-1	education__educational_institution__students_graduates-education__education__major_field_of_study	MRR	nan
allno	-1	education__educational_institution__students_graduates-education__education__major_field_of_study	MAP	nan
allno	-1	award__award_winner__awards_won-award__award_honor__award	MRR	nan
allno	-1	award__award_winner__awards_won-award__award_honor__award	MAP	nan
allno	-1	award__award_nominee__award_nominations-award__award_nomination__award	MRR	1.0
allno	-1	award__award_nominee__award_nominations-award__award_nomination__award	MAP	1.0
allno	-1	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	MRR	nan
allno	-1	celebrities__celebrity__sexual_orientation-celebrities__sexual_orientation_phase__sexual_orientation	MAP	nan
allno	-1	language__language_writing_system__languages	MRR	nan
allno	-1	language__language_writing_system__languages	MAP	nan
allno	-1	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	MRR	1.0
allno	-1	tv__tv_actor__starring_roles-tv__regular_tv_appearance__series	MAP	1.0
allno	-1	film__film_location__featured_in_films	MRR	nan
allno	-1	film__film_location__featured_in_films	MAP	nan
allno	-1	music__group_member__instruments_played	MRR	1.0
allno	-1	music__group_member__instruments_played	MAP	1.0
allno	-1	location__location__people_born_here	MRR	1.0
allno	-1	location__location__people_born_here	MAP	1.0
allno	-1	business__company_type__companies_of_this_type	MRR	nan
allno	-1	business__company_type__companies_of_this_type	MAP	nan
allno	-1	music__performance_role__regular_performances-music__group_membership__role	MRR	nan
allno	-1	music__performance_role__regular_performances-music__group_membership__role	MAP	nan
allno	-1	film__film__runtime-film__film_cut__film_release_region	MRR	nan
allno	-1	film__film__runtime-film__film_cut__film_release_region	MAP	nan
allno	-1	common__annotation_category__annotations-common__webpage__topic	MRR	1.0
allno	-1	common__annotation_category__annotations-common__webpage__topic	MAP	1.0
allno	-1	people__person__profession	MRR	1.0
allno	-1	people__person__profession	MAP	1.0
allno	-1	film__film_festival_event__films	MRR	1.0
allno	-1	film__film_festival_event__films	MAP	1.0
allno	-1	people__place_of_interment__interred_here	MRR	nan
allno	-1	people__place_of_interment__interred_here	MAP	nan
allno	-1	media_common__netflix_genre__titles	MRR	1.0
allno	-1	media_common__netflix_genre__titles	MAP	1.0
allno	-1	music__genre__artists	MRR	nan
allno	-1	music__genre__artists	MAP	nan
allno	-1	base__aareas__schema__administrative_area__administrative_parent	MRR	nan
allno	-1	base__aareas__schema__administrative_area__administrative_parent	MAP	nan
allno	-1	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	MRR	1.0
allno	-1	tv__special_tv_performance_type__starring_performances-tv__regular_tv_appearance__actor	MAP	1.0
allno	-1	people__person__places_lived-people__place_lived__location	MRR	1.0
allno	-1	people__person__places_lived-people__place_lived__location	MAP	1.0
allno	-1	film__film__other_crew-film__film_crew_gig__film_crew_role	MRR	1.0
allno	-1	film__film__other_crew-film__film_crew_gig__film_crew_role	MAP	1.0
allno	-1	education__educational_degree__people_with_this_degree-education__education__institution	MRR	nan
allno	-1	education__educational_degree__people_with_this_degree-education__education__institution	MAP	nan
allno	-1	education__educational_institution__students_graduates-education__education__student	MRR	nan
allno	-1	education__educational_institution__students_graduates-education__education__student	MAP	nan
allno	-1	award__award_nominated_work__award_nominations-award__award_nomination__award	MRR	1.0
allno	-1	award__award_nominated_work__award_nominations-award__award_nomination__award	MAP	1.0
allno	-1	people__cause_of_death__people	MRR	nan
allno	-1	people__cause_of_death__people	MAP	nan
allno	-1	base__popstra__celebrity__dated-base__popstra__dated__participant	MRR	1.0
allno	-1	base__popstra__celebrity__dated-base__popstra__dated__participant	MAP	1.0
allno	-1	location__location__containedby	MRR	1.0
allno	-1	location__location__containedby	MAP	1.0
allno	-1	film__production_company__films	MRR	nan
allno	-1	film__production_company__films	MAP	nan
allno	-1	film__film_casting_director__films_casting_directed	MRR	1.0
allno	-1	film__film_casting_director__films_casting_directed	MAP	1.0
allno	-1	award__award_ceremony__awards_presented-award__award_honor__honored_for	MRR	1.0
allno	-1	award__award_ceremony__awards_presented-award__award_honor__honored_for	MAP	1.0
allno	-1	music__instrument__variation	MRR	1.0
allno	-1	music__instrument__variation	MAP	1.0
allno	-1	award__award_nominee__award_nominations-award__award_nomination__award_nominee	MRR	1.0
allno	-1	award__award_nominee__award_nominations-award__award_nomination__award_nominee	MAP	1.0
allno	-1	award__award_winner__awards_won-award__award_honor__ceremony	MRR	1.0
allno	-1	award__award_winner__awards_won-award__award_honor__ceremony	MAP	1.0
allno	-1	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	MRR	1.0
allno	-1	film__film_job__films_with_this_crew_job-film__film_crew_gig__film	MAP	1.0
allno	-1	sports__pro_athlete__teams-sports__sports_team_roster__team	MRR	1.0
allno	-1	sports__pro_athlete__teams-sports__sports_team_roster__team	MAP	1.0
allno	-1	film__film__film_set_decoration_by	MRR	1.0
allno	-1	film__film__film_set_decoration_by	MAP	1.0
allno	-1	award__award_category__nominees-award__award_nomination__nominated_for	MRR	1.0
allno	-1	award__award_category__nominees-award__award_nomination__nominated_for	MAP	1.0
allno	-1	tv__tv_program__genre	MRR	nan
allno	-1	tv__tv_program__genre	MAP	nan
allno	-1	media_common__netflix_title__netflix_genres	MRR	0.875
allno	-1	media_common__netflix_title__netflix_genres	MAP	0.75
allno	-1	award__award_ceremony__awards_presented-award__award_honor__award_winner	MRR	nan
allno	-1	award__award_ceremony__awards_presented-award__award_honor__award_winner	MAP	nan
